Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,408.49,853.91,78,5.206003259840058,81.46,42695.5
Plant-Based Reinforced Roofing Sheet,Construction,Plant-Based,842.61,515.95,80,5.4910915098034625,52.93,25797.5
Plant-Based Dual-Layer Cosmetic Tube,Cosmetics,Plant-Based,526.37,797.88,55,3.7434120612703725,49.03,39894.0
Recycled Metal Appliance Housing Panel,Home Appliances,Recycled Metal,762.26,832.78,17,9.813370523968675,93.45,41639.0
Biopolymer Engineered Application Unit,Toys,Biopolymer,653.73,918.18,69,5.006282753529968,48.65,45909.0
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,301.31,111.29,73,7.293527267384925,10.63,5564.5
Composite Engineered Application Unit,Furniture,Composite,700.81,174.69,93,8.443005059129066,3.52,8734.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,291.51,546.39,39,4.335647559568143,29.85,27319.5
Recycled Fiber Internal Support Chassis,Home Appliances,Recycled Fiber,605.45,332.12,16,4.489855739402911,49.75,16606.0
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,249.08,732.36,8,5.756729984979422,2.11,36618.0
Recycled Metal Thermal Insulation Insert,Home Appliances,Recycled Metal,377.62,776.99,96,7.994038550871346,94.53,38849.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,825.45,585.51,25,4.913150244388182,68.33,29275.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,166.02,821.81,30,1.9274003287652404,90.59,41090.5
Plant-Based Printed Ointment Tube,Cosmetics,Plant-Based,114.85,182.63,35,1.5871448829620243,19.6,9131.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,849.45,976.61,24,8.352156686729227,3.47,48830.5
Bioplastic Sterile Injection Syringe,Healthcare,Bioplastic,115.38,915.12,8,2.8890329212362493,98.91,45756.0
Biopolymer Engineered Application Unit,Electronics,Biopolymer,239.28,673.7,82,3.167582488855677,11.01,33685.0
Plant-Based Engineered Application Unit,Furniture,Plant-Based,345.67,837.98,48,2.4864110514317783,50.97,41899.0
Biopolymer Toothpaste Laminate Tube,Cosmetics,Biopolymer,270.76,155.51,30,3.4737857459992405,20.07,7775.5
Composite Fresh Produce Crate,Food Packaging,Composite,792.26,199.02,1,9.26745016646874,63.84,9951.0
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,629.75,116.45,58,4.592502370339464,46.64,5822.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,326.14,112.86,28,4.088011425813958,75.65,5643.0
Natural Fiber Laminated Lotion Tube,Cosmetics,Natural Fiber,86.63,32.33,73,1.9312952273699904,94.62,1616.5
Recycled Plastic IV Fluid Connector,Healthcare,Recycled Plastic,522.21,542.52,52,7.1407834914404225,50.54,27126.0
Bioplastic Diagnostic Cartridge,Healthcare,Bioplastic,612.29,206.86,9,5.494032805776392,13.61,10343.0
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,752.63,159.01,95,9.640469467291812,37.23,7950.5
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,229.94,491.51,8,2.5892060627023743,56.65,24575.5
Composite Engineered Application Unit,Electronics,Composite,584.94,306.11,71,7.847064636291755,5.45,15305.5
Composite Surgical Instrument Tray,Healthcare,Composite,752.96,514.38,85,8.798883244475098,88.24,25719.0
Recycled Plastic High-Gloss Skincare Tube,Cosmetics,Recycled Plastic,514.94,335.0,14,7.106814796209973,21.01,16750.0
Plant-Based Diagnostic Cartridge,Healthcare,Plant-Based,105.58,970.27,43,1.528509204030683,1.57,48513.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,324.73,94.37,26,6.211037633949269,69.74,4718.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,578.88,783.83,46,5.6325292549572685,63.87,39191.5
Plant-Based Barrier Cream Tube,Cosmetics,Plant-Based,127.98,921.02,75,1.8298108270882647,7.25,46051.0
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,633.25,405.51,33,5.869270406310019,26.27,20275.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,690.78,927.03,81,4.943115773019609,78.89,46351.5
Recycled Fiber Toothpaste Laminate Tube,Cosmetics,Recycled Fiber,613.93,889.31,52,4.756513982247854,35.07,44465.5
Agro-Waste Fiber Reinforced Roofing Sheet,Construction,Agro-Waste Fiber,695.78,804.15,29,4.005524260316916,56.57,40207.5
Biopolymer Medical Dose Dispenser,Healthcare,Biopolymer,14.76,781.67,6,2.028846919621463,19.04,39083.5
Natural Fiber Sterile Injection Syringe,Healthcare,Natural Fiber,330.68,110.28,77,2.6193773947881276,95.59,5514.0
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,64.29,358.16,24,0.7610539124839961,91.13,17908.0
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,499.14,178.63,19,3.403992545640958,35.42,8931.5
Biopolymer Exterior Cladding Panel,Construction,Biopolymer,378.11,393.74,22,4.042381032060529,9.48,19687.0
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,490.17,741.81,47,3.535547919854656,16.92,37090.5
Bioplastic Dual-Layer Cosmetic Tube,Cosmetics,Bioplastic,169.59,15.5,77,2.829741541571018,46.38,775.0
Plant-Based Appliance Housing Panel,Home Appliances,Plant-Based,157.41,340.79,73,1.6778011103495034,54.99,17039.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,558.0,665.17,77,3.8683608010805095,12.05,33258.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,766.53,160.83,81,6.0368676862451744,50.09,8041.5
Bio-Composite Disposable Serving Bowl,Food Packaging,Bio-Composite,883.3,101.89,39,7.453171983955831,94.09,5094.5
Recycled Fiber Fresh Produce Crate,Food Packaging,Recycled Fiber,604.11,666.1,92,4.517488030165401,59.09,33305.0
Recycled Metal Internal Support Chassis,Home Appliances,Recycled Metal,587.8,259.39,59,9.054858299920218,84.95,12969.5
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,487.54,804.84,95,5.46161607368283,71.36,40242.0
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,187.55,570.97,68,6.743136211823689,53.55,28548.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,77.54,306.43,86,2.6270143003328985,95.17,15321.5
Composite Disposable Serving Bowl,Food Packaging,Composite,288.43,868.76,24,6.410444085394606,67.21,43438.0
Bio-Composite Reinforced Roofing Sheet,Construction,Bio-Composite,632.24,374.87,21,6.155739092098013,44.27,18743.5
Biopolymer Eco Cutlery Set,Food Packaging,Biopolymer,437.25,779.02,37,3.999596408185361,50.39,38951.0
Recycled Metal Compostable Meal Tray,Food Packaging,Recycled Metal,13.15,366.05,78,5.977093549761698,36.18,18302.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,472.3,672.37,79,4.684539457194619,34.22,33618.5
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,175.82,564.14,57,2.0445107880153155,2.93,28207.0
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,556.67,511.96,64,4.325691696028469,42.63,25598.0
Biopolymer Engineered Application Unit,Furniture,Biopolymer,398.66,670.33,66,3.718919771413729,87.15,33516.5
Recycled Fiber Eco Cutlery Set,Food Packaging,Recycled Fiber,214.5,979.02,61,2.2497877204246515,50.87,48951.0
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,219.57,746.03,0,4.392084065498722,46.07,37301.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,258.37,251.23,76,7.249985264569627,63.54,12561.5
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,725.38,826.12,6,6.493085452268017,98.0,41306.0
Composite Engineered Application Unit,Furniture,Composite,537.04,711.19,11,7.893180937479215,14.88,35559.5
Natural Fiber Rear Casing Structure,Home Appliances,Natural Fiber,698.51,449.55,89,4.571426892052627,45.82,22477.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,850.57,675.24,35,9.118051942709387,90.6,33762.0
Composite Barrier Cream Tube,Cosmetics,Composite,487.9,631.28,27,7.575085174267854,63.21,31564.0
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,453.66,64.81,41,2.9707177183708593,33.84,3240.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,842.04,912.65,90,9.141661642653101,71.81,45632.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,523.73,948.03,53,5.497507015399333,53.01,47401.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,26.03,250.42,70,2.278569074401861,55.73,12521.0
Composite Engineered Application Unit,Toys,Composite,668.63,283.37,85,8.403008516081298,41.37,14168.5
Plant-Based Barrier Cream Tube,Cosmetics,Plant-Based,675.39,694.93,41,4.63729825787976,56.14,34746.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,764.29,446.43,63,10.133752239345371,20.35,22321.5
Bio-Composite Motor Support Frame,Home Appliances,Bio-Composite,786.15,64.46,18,6.937150829813153,2.36,3223.0
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,372.95,302.75,99,6.214066425930763,35.22,15137.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,771.06,399.07,72,4.947294428587823,88.59,19953.5
Bioplastic Modular Decking Board,Construction,Bioplastic,697.66,736.57,78,5.852756926049579,98.84,36828.5
Plant-Based Barrier Cream Tube,Cosmetics,Plant-Based,419.28,62.95,53,3.4990774495053247,73.01,3147.5
Natural Fiber Surgical Instrument Tray,Healthcare,Natural Fiber,349.13,785.48,89,2.972957066216547,73.48,39274.0
Recycled Plastic Thermal Insulation Slab,Construction,Recycled Plastic,227.68,493.36,91,5.565335689737578,66.59,24668.0
Agro-Waste Fiber Disposable Serving Bowl,Food Packaging,Agro-Waste Fiber,341.43,954.65,92,2.544086061172982,26.89,47732.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,19.91,724.23,50,1.3301247420940607,14.4,36211.5
Composite Engineered Application Unit,Textiles,Composite,899.52,624.26,32,9.30327719229787,55.17,31213.0
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,757.15,996.87,61,5.225832781588886,60.06,49843.5
Bio-Composite Load-Bearing Partition Board,Construction,Bio-Composite,57.17,722.62,37,3.1544711442057207,98.19,36131.0
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,622.3,883.78,58,4.102117803463612,81.15,44189.0
Recycled Metal Acoustic Dampening Board,Home Appliances,Recycled Metal,50.77,540.43,58,6.361180550505457,94.66,27021.5
Plant-Based Printed Ointment Tube,Cosmetics,Plant-Based,653.95,223.58,10,4.5068908309325995,96.89,11179.0
Agro-Waste Fiber Modular Decking Board,Construction,Agro-Waste Fiber,642.85,925.04,100,4.158040662133014,54.01,46252.0
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,674.9,728.93,66,4.773709537161163,62.26,36446.5
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,10.03,198.87,71,1.8987909822861078,49.24,9943.5
Plant-Based Takeaway Clamshell Box,Food Packaging,Plant-Based,753.22,167.86,11,4.481737866651631,70.6,8393.0
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,215.15,391.73,20,4.376016730391098,37.18,19586.5
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,24.23,225.67,80,2.056614032231573,60.77,11283.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,885.07,841.9,72,5.875183396708992,80.76,42095.0
Bioplastic Sterile Injection Syringe,Healthcare,Bioplastic,694.55,915.56,22,6.2383888283698115,92.32,45778.0
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,186.77,874.74,33,1.8450960018801321,50.85,43737.0
Composite Thermal Insulation Slab,Construction,Composite,210.38,846.1,1,6.143077554416322,53.71,42305.0
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,663.76,629.18,28,4.951800468980217,18.69,31459.0
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,60.93,998.57,43,4.675946353923971,8.0,49928.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,324.16,859.08,40,3.3063680256162473,92.62,42954.0
Composite Sterile Injection Syringe,Healthcare,Composite,9.18,80.04,82,5.057302624979417,88.83,4002.0
Agro-Waste Fiber Laminated Lotion Tube,Cosmetics,Agro-Waste Fiber,414.49,608.94,57,2.9261684557726513,55.9,30447.0
Natural Fiber Motor Support Frame,Home Appliances,Natural Fiber,303.42,521.43,72,3.022793685282507,55.91,26071.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,453.0,148.71,91,3.8665671512579247,31.73,7435.5
Plant-Based Rear Casing Structure,Home Appliances,Plant-Based,435.86,298.13,66,3.286959215809927,71.3,14906.5
Recycled Fiber Modular Decking Board,Construction,Recycled Fiber,330.29,57.67,92,3.3659514674619606,88.14,2883.5
Biopolymer Structural Wall Panel,Construction,Biopolymer,534.69,609.82,1,4.600459454091424,15.48,30491.0
Plant-Based Engineered Application Unit,Electronics,Plant-Based,321.22,698.53,76,2.4382580665321987,34.11,34926.5
Recycled Fiber Motor Support Frame,Home Appliances,Recycled Fiber,673.01,552.02,32,4.656088161195793,88.13,27601.0
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,71.01,708.27,15,4.4617786821248,37.62,35413.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,833.1,505.53,18,5.5767414259880645,73.96,25276.5
Bioplastic Modular Decking Board,Construction,Bioplastic,78.87,670.81,45,2.6737083268556634,71.9,33540.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,259.0,253.64,77,7.250749275282845,38.4,12682.0
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,769.11,750.25,47,4.990187340022216,2.91,37512.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,692.43,902.4,39,9.52363133956182,59.64,45120.0
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,330.06,808.07,97,3.013447442507859,12.91,40403.5
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,483.64,936.89,42,4.090294697671949,8.67,46844.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,545.29,61.81,64,4.609834512286212,72.85,3090.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,180.5,374.41,89,3.8690756572427176,30.57,18720.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,472.53,653.61,98,3.21916599009766,81.84,32680.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,155.34,808.79,10,1.9269617747632908,74.33,40439.5
Biopolymer Diagnostic Cartridge,Healthcare,Biopolymer,394.86,818.7,30,4.295769115203999,52.47,40935.0
Bioplastic Fresh Produce Crate,Food Packaging,Bioplastic,575.8,341.31,30,5.47719499032765,8.54,17065.5
Biopolymer Internal Support Chassis,Home Appliances,Biopolymer,405.37,757.57,2,4.173825557209963,69.74,37878.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,82.36,500.04,91,1.3443762537334825,68.57,25002.0
Plant-Based Engineered Application Unit,Toys,Plant-Based,773.22,93.33,17,5.100794771497065,40.87,4666.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,386.6,587.63,42,4.469204311740741,32.06,29381.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,122.35,299.7,33,4.852383610408831,80.84,14985.0
Biopolymer Specimen Collection Container,Healthcare,Biopolymer,349.86,796.99,20,3.829237590350528,33.2,39849.5
Composite Engineered Application Unit,Toys,Composite,670.25,156.22,29,8.220978621241635,64.64,7811.0
Biopolymer Engineered Application Unit,Textiles,Biopolymer,786.11,46.44,59,5.8248266636500485,85.87,2322.0
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,570.77,256.94,25,7.471122803751018,26.1,12847.0
Recycled Metal Thermal Insulation Slab,Construction,Recycled Metal,788.31,753.58,34,10.189206614286727,69.41,37679.0
Biopolymer Exterior Cladding Panel,Construction,Biopolymer,15.5,375.79,27,2.0817543153472124,20.78,18789.5
Recycled Fiber Specimen Collection Container,Healthcare,Recycled Fiber,719.25,804.02,75,5.158016602519792,80.32,40201.0
Biopolymer Engineered Application Unit,Automotive,Biopolymer,506.13,742.18,0,4.871092988927047,80.89,37109.0
Plant-Based Engineered Application Unit,Toys,Plant-Based,265.94,573.36,70,2.3778506358977136,30.28,28668.0
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,413.95,818.87,72,7.090086622836079,24.45,40943.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,205.36,342.54,8,7.139901929126308,70.89,17127.0
Composite Toothpaste Laminate Tube,Cosmetics,Composite,741.55,857.74,72,8.355597448168837,70.54,42887.0
Bioplastic Reinforced Roofing Sheet,Construction,Bioplastic,220.03,471.26,15,3.7508183242209068,7.55,23563.0
Bio-Composite Dual-Layer Cosmetic Tube,Cosmetics,Bio-Composite,745.0,430.53,80,6.801231676976555,78.66,21526.5
Natural Fiber Structural Wall Panel,Construction,Natural Fiber,16.54,551.94,65,1.5406505508165491,45.96,27597.0
Recycled Metal Load-Bearing Partition Board,Construction,Recycled Metal,202.02,933.79,23,7.144736270253992,66.45,46689.5
Biopolymer High-Gloss Skincare Tube,Cosmetics,Biopolymer,638.21,181.99,87,5.163358803203246,17.11,9099.5
Plant-Based Disposable Serving Bowl,Food Packaging,Plant-Based,102.81,572.34,9,1.2691903527421269,67.92,28617.0
Plant-Based Engineered Application Unit,Toys,Plant-Based,67.59,992.87,56,1.296145348542795,11.42,49643.5
Natural Fiber Internal Support Chassis,Home Appliances,Natural Fiber,466.97,589.41,55,3.3647459091581404,44.96,29470.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,753.34,574.45,62,5.150595310039056,6.32,28722.5
Composite Engineered Application Unit,Toys,Composite,538.77,603.82,36,7.811565680884121,79.28,30191.0
Agro-Waste Fiber Thermal Insulation Slab,Construction,Agro-Waste Fiber,815.28,975.21,35,5.21038090087028,26.43,48760.5
Plant-Based Diagnostic Cartridge,Healthcare,Plant-Based,259.23,513.78,67,2.375084305964596,16.47,25689.0
Bio-Composite Fresh Produce Crate,Food Packaging,Bio-Composite,387.42,290.82,41,4.697923387592963,31.27,14541.0
Bio-Composite Eco Cutlery Set,Food Packaging,Bio-Composite,529.74,142.59,0,5.737620533644028,50.31,7129.5
Composite Compostable Meal Tray,Food Packaging,Composite,285.03,730.59,9,6.664476297329131,94.12,36529.5
Recycled Fiber Load-Bearing Partition Board,Construction,Recycled Fiber,775.83,566.46,60,5.257193419136124,12.5,28323.0
Biopolymer Engineered Application Unit,Electronics,Biopolymer,96.79,689.92,14,2.4571465666654166,96.16,34496.0
Natural Fiber Disposable Serving Bowl,Food Packaging,Natural Fiber,282.25,102.55,97,2.6141876389458396,11.05,5127.5
Biopolymer Fresh Produce Crate,Food Packaging,Biopolymer,198.23,467.03,63,2.834170337383552,73.95,23351.5
Composite Dual-Layer Cosmetic Tube,Cosmetics,Composite,384.26,337.04,58,7.050956086768772,9.98,16852.0
Composite Structural Wall Panel,Construction,Composite,50.01,668.19,47,5.225860370278443,13.09,33409.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,212.77,932.84,24,1.9477564887814056,80.94,46642.0
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,720.34,932.47,73,4.22420156443958,21.53,46623.5
Plant-Based Acoustic Dampening Board,Home Appliances,Plant-Based,730.18,201.26,15,4.563408339935318,40.5,10063.0
Recycled Metal Fresh Produce Crate,Food Packaging,Recycled Metal,838.46,93.56,52,10.336776271565554,93.52,4678.0
Recycled Plastic Dual-Layer Cosmetic Tube,Cosmetics,Recycled Plastic,327.63,393.34,37,6.063583369581647,15.94,19667.0
Bioplastic Compostable Meal Tray,Food Packaging,Bioplastic,871.25,915.18,56,7.201642770246681,74.52,45759.0
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,463.49,334.34,30,6.73752276287708,44.89,16717.0
Bio-Composite IV Fluid Connector,Healthcare,Bio-Composite,539.51,76.38,89,5.742486945150377,38.61,3819.0
Recycled Plastic Acoustic Dampening Board,Home Appliances,Recycled Plastic,621.15,604.43,69,7.792268166374618,62.8,30221.5
Composite Fresh Produce Crate,Food Packaging,Composite,248.4,910.04,70,5.958326853413394,90.9,45502.0
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,862.03,82.32,40,9.957988237603844,71.51,4116.0
Bioplastic Structural Wall Panel,Construction,Bioplastic,284.14,309.87,72,3.6155687370859813,50.31,15493.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,75.54,621.9,53,2.6302168206854364,28.49,31095.0
Recycled Fiber Takeaway Clamshell Box,Food Packaging,Recycled Fiber,430.98,184.73,53,3.5445283708215105,26.56,9236.5
Biopolymer Diagnostic Cartridge,Healthcare,Biopolymer,690.74,209.86,54,5.96533985713365,85.45,10493.0
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,5.39,936.98,11,5.914100480268522,14.94,46849.0
Recycled Plastic Internal Support Chassis,Home Appliances,Recycled Plastic,459.48,463.28,66,6.834310260639407,83.49,23164.0
Bioplastic Engineered Application Unit,Toys,Bioplastic,680.54,485.99,30,6.211121990513575,0.37,24299.5
Biopolymer Load-Bearing Partition Board,Construction,Biopolymer,288.73,424.67,62,3.8448685776318245,85.88,21233.5
Natural Fiber Motor Support Frame,Home Appliances,Natural Fiber,566.36,764.03,85,4.44410071532728,80.19,38201.5
Biopolymer Toothpaste Laminate Tube,Cosmetics,Biopolymer,766.49,485.65,20,6.074123246118628,5.82,24282.5
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,834.38,650.21,74,7.376712505162293,67.23,32510.5
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,478.55,103.38,93,4.011255389840237,4.85,5169.0
Natural Fiber Structural Wall Panel,Construction,Natural Fiber,190.04,568.06,67,2.3058722152333275,65.62,28403.0
Agro-Waste Fiber Laminated Lotion Tube,Cosmetics,Agro-Waste Fiber,344.63,285.38,47,2.4129128567342937,32.06,14269.0
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,85.07,429.98,18,1.4617102233155383,44.57,21499.0
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,45.37,571.49,65,2.7261751085178094,31.0,28574.5
Bio-Composite Fresh Produce Crate,Food Packaging,Bio-Composite,730.96,867.82,83,6.620763075495014,29.04,43391.0
Recycled Metal Dual-Layer Cosmetic Tube,Cosmetics,Recycled Metal,794.13,151.28,61,9.880004390134545,2.01,7564.0
Composite Barrier Cream Tube,Cosmetics,Composite,677.7,476.4,7,8.527777489491344,46.81,23820.0
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,798.9,643.06,58,4.985561041714102,70.26,32153.0
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,860.43,533.68,32,5.519831377258369,93.31,26684.0
Composite Acoustic Dampening Board,Home Appliances,Composite,783.73,424.72,22,9.214156016211051,36.22,21236.0
Plant-Based Engineered Application Unit,Furniture,Plant-Based,594.76,473.46,45,3.745462177173299,64.26,23673.0
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,765.01,296.05,28,8.286318108144057,82.79,14802.5
Recycled Metal Barrier Cream Tube,Cosmetics,Recycled Metal,694.35,43.62,65,9.32838553587944,72.11,2181.0
Composite Laminated Lotion Tube,Cosmetics,Composite,318.07,329.07,56,6.217042676585388,42.94,16453.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,424.16,161.58,47,3.10426386283146,80.22,8079.0
Recycled Plastic Toothpaste Laminate Tube,Cosmetics,Recycled Plastic,314.54,695.41,53,6.048350498323344,57.97,34770.5
Natural Fiber Rear Casing Structure,Home Appliances,Natural Fiber,600.67,912.02,48,4.506039948648426,23.63,45601.0
Recycled Fiber Dual-Layer Cosmetic Tube,Cosmetics,Recycled Fiber,595.55,395.04,4,4.603912336910956,35.06,19752.0
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,339.75,535.89,100,2.993912635134159,67.59,26794.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,224.6,20.42,40,2.6938185132668377,19.15,1021.0
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,454.33,866.32,8,8.515856739105072,7.33,43316.0
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,804.87,232.03,99,7.140769540693723,95.96,11601.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,713.6,605.78,78,5.5227031802300335,98.43,30289.0
Bio-Composite Dual-Layer Cosmetic Tube,Cosmetics,Bio-Composite,345.75,156.47,9,4.536862152655304,63.61,7823.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,409.34,864.11,61,6.472258644785789,44.86,43205.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,484.39,665.31,11,4.639699723940837,50.58,33265.5
Composite Engineered Application Unit,Electronics,Composite,17.17,933.11,88,5.462767261186921,78.5,46655.5
Recycled Metal Toothpaste Laminate Tube,Cosmetics,Recycled Metal,715.96,139.82,58,9.888448705654438,52.73,6991.0
Bioplastic Reinforced Roofing Sheet,Construction,Bioplastic,836.95,486.38,93,6.586980115642746,80.27,24319.0
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,223.02,900.11,57,6.891176513342198,1.52,45005.5
Plant-Based Sterile Injection Syringe,Healthcare,Plant-Based,256.09,439.4,92,2.308627249382241,60.1,21970.0
Composite Engineered Application Unit,Toys,Composite,31.83,500.08,26,4.80546212688743,52.17,25004.0
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,13.06,24.35,13,1.329933542836956,50.37,1217.5
Bioplastic Engineered Application Unit,Automotive,Bioplastic,165.18,576.11,95,3.296379482740266,57.11,28805.5
Natural Fiber Rear Casing Structure,Home Appliances,Natural Fiber,9.09,261.52,78,1.1522426996263515,29.77,13076.0
Recycled Plastic Medical Dose Dispenser,Healthcare,Recycled Plastic,30.62,592.18,10,4.3341593865466415,30.98,29609.0
Biopolymer Engineered Application Unit,Textiles,Biopolymer,78.13,95.48,51,2.493370021313943,45.23,4774.0
Biopolymer Surgical Instrument Tray,Healthcare,Biopolymer,39.81,313.05,100,2.092509832067618,4.37,15652.5
Recycled Metal IV Fluid Connector,Healthcare,Recycled Metal,213.73,890.3,75,6.834666632857942,95.9,44515.0
Bioplastic Acoustic Dampening Board,Home Appliances,Bioplastic,552.45,265.36,30,4.68779755734367,66.41,13268.0
Recycled Metal Printed Ointment Tube,Cosmetics,Recycled Metal,475.71,969.59,27,8.373047018989872,91.83,48479.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,367.83,195.32,51,5.193600319333949,31.1,9766.0
Recycled Metal Structural Wall Panel,Construction,Recycled Metal,294.88,15.74,91,7.806651842909574,77.29,787.0
Composite Load-Bearing Partition Board,Construction,Composite,443.19,785.36,50,7.124530748682745,48.2,39268.0
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,64.34,281.75,61,1.4012575879276439,75.23,14087.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,820.52,556.36,29,6.196354851215005,48.64,27818.0
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,664.95,867.52,8,3.925072912162342,73.63,43376.0
Recycled Plastic Medical Dose Dispenser,Healthcare,Recycled Plastic,697.05,657.92,20,8.045608379963893,26.48,32896.0
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,840.3,721.36,95,10.354716055676937,44.3,36068.0
