Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Bioplastic Internal Support Chassis,Home Appliances,Bioplastic,548.07,352.76,40,5.2225259920974425,72.0,42671.86699407308
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,376.77,93.4,85,2.4229560998990296,52.34,4832.714574924272
Biopolymer Engineered Application Unit,Toys,Biopolymer,104.18,860.84,57,2.654834509766008,79.17,129392.54088232451
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,494.41,614.84,69,3.74536964921937,42.86,37330.59473691453
Natural Fiber Toothpaste Laminate Tube,Cosmetics,Natural Fiber,127.72,665.87,56,1.650624042734529,46.23,39987.07803205089
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,371.18,652.72,85,3.2531266165326613,78.7,29650.9099623995
Plant-Based Modular Decking Board,Construction,Plant-Based,101.63,359.19,98,1.2963072956222097,78.63,32415.032971716653
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,182.03,262.33,19,6.897614180545365,75.84,21106.013135409023
Plant-Based Engineered Application Unit,Electronics,Plant-Based,678.94,22.86,84,4.585728464100248,16.16,2708.1413480751858
Bioplastic Engineered Application Unit,Electronics,Bioplastic,230.69,946.9,39,3.4563047907328914,77.2,113673.48609304967
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,25.42,69.88,2,1.0279093031035689,53.87,3586.316977327677
Bioplastic Engineered Application Unit,Textiles,Bioplastic,448.53,109.95,51,4.636598476325511,39.74,13440.726357244133
Agro-Waste Fiber Eco Cutlery Set,Food Packaging,Agro-Waste Fiber,84.97,443.87,10,1.066275433547531,52.33,22137.05407516065
Composite Engineered Application Unit,Toys,Composite,259.14,793.89,35,6.274293928009088,31.23,55755.81544600681
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,578.76,199.86,81,5.686751535516126,69.59,26277.8936516371
Biopolymer Engineered Application Unit,Toys,Biopolymer,714.14,320.18,2,5.459970138930564,89.72,48305.022604197926
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,152.8,509.52,91,1.3244244214822305,18.42,25554.718316111674
Composite Reinforced Roofing Sheet,Construction,Composite,804.7,656.02,100,9.41644502658328,61.53,46818.45876993746
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,76.03,883.0,11,1.1872027103943457,31.97,44215.30453279576
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,889.59,487.93,20,5.108004898401483,32.3,24776.33617380111
Recycled Fiber Load-Bearing Partition Board,Construction,Recycled Fiber,897.37,979.88,58,6.029645982146845,1.26,44691.38198661013
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,504.22,529.76,24,3.2986343900618342,20.98,26771.260792546374
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,341.75,973.59,91,2.8645560800933554,81.91,58735.12956007002
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,487.17,711.69,43,5.5586833400086855,90.13,92941.41000500653
Recycled Metal Eco Cutlery Set,Food Packaging,Recycled Metal,586.85,317.49,87,9.08575154200946,82.82,25980.251156507096
Plant-Based Engineered Application Unit,Automotive,Plant-Based,302.35,177.89,20,2.4056497704778947,8.72,16121.699827858418
Recycled Fiber Load-Bearing Partition Board,Construction,Recycled Fiber,647.45,423.02,33,4.622086351871064,45.04,19339.252263903294
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,674.19,652.89,47,9.315939660569672,73.81,52621.03724542725
Biopolymer Engineered Application Unit,Electronics,Biopolymer,725.77,844.52,90,5.168465767052883,12.63,126875.59682528966
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,608.88,328.48,39,8.741361787560288,68.17,26433.561340670218
Recycled Plastic Eco Cutlery Set,Food Packaging,Recycled Plastic,151.25,657.01,0,5.5296248534889045,27.93,26561.05614011668
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,578.95,695.68,24,4.023743542700257,36.04,35368.22015702519
Composite Surgical Instrument Tray,Healthcare,Composite,62.59,764.34,52,5.263142792088725,93.83,53601.739594066545
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,784.21,767.23,98,10.036361392611154,89.88,62052.98854445837
Recycled Fiber Exterior Cladding Panel,Construction,Recycled Fiber,586.04,874.86,90,4.4924500309087065,11.1,39888.40752318152
Bioplastic Engineered Application Unit,Textiles,Bioplastic,402.9,463.06,99,5.130276161691048,12.88,56428.48212126828
Natural Fiber Dual-Layer Cosmetic Tube,Cosmetics,Natural Fiber,372.07,803.34,83,3.284264982286915,42.14,48720.37123671519
Plant-Based Structural Wall Panel,Construction,Plant-Based,25.43,966.41,21,1.1015664817038469,29.22,87012.42736127788
Composite Food Storage Container,Food Packaging,Composite,819.78,755.19,72,8.907791911879915,98.18,53273.85893390994
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,559.59,561.39,18,8.476660735948485,11.26,44986.02805196136
Composite Diagnostic Cartridge,Healthcare,Composite,633.61,542.99,39,8.208742727173446,4.61,38434.62454538009
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,510.89,287.41,13,6.90317985094314,29.72,11664.392388207356
Plant-Based Modular Decking Board,Construction,Plant-Based,270.63,744.48,67,2.068699258080465,87.72,67059.17694356035
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,789.66,333.76,85,5.318985423151495,18.53,15487.04406736362
Plant-Based Thermal Insulation Insert,Home Appliances,Plant-Based,71.99,243.31,47,1.143640399277121,58.28,21865.66279945784
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,895.9,856.42,20,9.316928327014512,83.14,34997.82124526088
Biopolymer Acoustic Dampening Board,Home Appliances,Biopolymer,539.48,119.36,72,4.87372795138989,66.92,18449.985963542418
Agro-Waste Fiber Specimen Collection Container,Healthcare,Agro-Waste Fiber,746.53,879.58,64,4.531055471736677,69.45,44479.0691038025
Agro-Waste Fiber Internal Support Chassis,Home Appliances,Agro-Waste Fiber,74.9,911.12,45,1.4704888277780053,60.19,45905.4416208335
Biopolymer Engineered Application Unit,Toys,Biopolymer,803.38,446.16,20,6.032373661529523,59.17,67377.29524614714
Bio-Composite Surgical Instrument Tray,Healthcare,Bio-Composite,632.67,241.25,70,5.991093159734347,23.42,31689.64236980076
Biopolymer Engineered Application Unit,Furniture,Biopolymer,708.29,970.91,65,5.846074815453931,47.29,146349.11361159044
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,885.47,272.61,37,9.035132008736932,25.44,11501.971506552702
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,326.31,475.13,89,3.4241007691347085,23.89,71455.06807685104
Plant-Based Internal Support Chassis,Home Appliances,Plant-Based,423.21,453.21,98,3.0779822643832784,61.08,41167.954198287465
Bioplastic Engineered Application Unit,Furniture,Bioplastic,253.33,210.96,12,3.5915263493230487,85.41,25334.52226199229
Recycled Metal Food Storage Container,Food Packaging,Recycled Metal,45.5,834.15,19,5.950940053807133,33.89,66585.33004035534
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,722.52,574.19,61,4.597835509506329,4.44,29331.68663212975
Biopolymer Diagnostic Cartridge,Healthcare,Biopolymer,250.76,817.6,48,3.635683328094026,11.38,123147.79249607053
Recycled Plastic Fresh Produce Crate,Food Packaging,Recycled Plastic,311.36,509.87,40,5.777086485236172,67.54,20420.69486392713
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,41.32,453.34,45,1.1191938473381144,38.99,22862.105385503586
Recycled Plastic Structural Wall Panel,Construction,Recycled Plastic,657.14,882.85,60,7.655571486175635,60.79,35664.97361463172
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,279.13,824.67,91,5.79822492324706,0.16,33235.29619243529
Composite Engineered Application Unit,Textiles,Composite,573.12,55.88,46,7.747121215152227,60.38,4201.30091136417
Biopolymer Engineered Application Unit,Textiles,Biopolymer,618.24,118.92,93,4.918401846064038,66.27,18203.521384548025
Biopolymer Engineered Application Unit,Electronics,Biopolymer,83.96,598.34,39,2.429504325588965,7.1,89878.25824419172
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,73.08,358.0,38,4.699209976717793,64.61,14307.897482538345
Natural Fiber Compostable Meal Tray,Food Packaging,Natural Fiber,582.16,888.6,76,4.164891365155968,63.61,53799.64852386698
Composite Load-Bearing Partition Board,Construction,Composite,822.04,614.51,27,9.100152378110172,63.79,43473.184283582625
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,667.14,532.34,2,9.287910390626717,14.21,42888.92779297004
Plant-Based Acoustic Dampening Board,Home Appliances,Plant-Based,11.52,424.92,34,0.8760872675916805,8.44,38180.425450693765
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,360.03,910.58,61,7.684795733886334,34.32,73061.89930041476
Bioplastic Modular Decking Board,Construction,Bioplastic,656.53,654.03,27,5.933728245165152,85.18,78979.17368387386
Plant-Based Sterile Injection Syringe,Healthcare,Plant-Based,364.1,82.23,72,2.920683437524876,78.9,7801.887578143658
Recycled Metal Load-Bearing Partition Board,Construction,Recycled Metal,402.33,799.39,66,7.81613895104029,57.93,64137.73171328021
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,683.66,103.38,74,4.638166461085845,37.12,6707.529845814383
Recycled Metal Diagnostic Cartridge,Healthcare,Recycled Metal,541.37,707.06,32,8.857127424674356,51.17,57012.19306850576
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,149.9,647.51,36,3.415618943775726,34.59,84072.8392078318
Plant-Based Medical Dose Dispenser,Healthcare,Plant-Based,139.86,30.32,59,1.807972038475987,0.67,2998.2340288569903
Recycled Plastic Appliance Housing Panel,Home Appliances,Recycled Plastic,347.9,792.76,10,6.10697524821083,67.71,31804.956436158125
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,545.6,367.77,55,4.842119733718632,45.4,55633.88980028898
Composite Takeaway Clamshell Box,Food Packaging,Composite,619.76,144.85,68,7.946148168691497,97.75,10470.891126518622
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,479.19,140.11,25,3.534973579867096,3.1,6323.812684900323
Composite Reinforced Roofing Sheet,Construction,Composite,349.8,164.22,49,6.423491512423368,14.71,11524.168634317524
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,439.58,134.4,36,5.2075169893322775,31.4,17771.002741999208
Natural Fiber Barrier Cream Tube,Cosmetics,Natural Fiber,799.67,604.93,72,5.250294500344296,28.84,36878.59337525822
Recycled Metal Laminated Lotion Tube,Cosmetics,Recycled Metal,865.06,392.53,95,10.144436674979117,54.14,31889.282506234336
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,139.58,555.94,33,5.325618491755474,24.69,22469.17886881661
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,754.86,359.4,97,9.441995987546209,19.46,29074.201990659658
Plant-Based Engineered Application Unit,Textiles,Plant-Based,52.83,345.74,20,1.250934040270537,55.77,31173.103030202907
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,313.2,582.57,23,2.523796760047509,15.05,34975.14757003563
Biopolymer Engineered Application Unit,Textiles,Biopolymer,735.26,211.27,16,5.545932778439568,30.05,31992.354583829678
Recycled Plastic Surgical Instrument Tray,Healthcare,Recycled Plastic,293.91,793.56,18,5.979029734263283,39.51,31932.46480069746
Recycled Metal IV Fluid Connector,Healthcare,Recycled Metal,36.47,478.17,35,6.010267326943209,13.24,38212.77299520741
Biopolymer Diagnostic Cartridge,Healthcare,Biopolymer,534.12,601.12,53,4.593688891154035,87.0,90483.37666836553
Recycled Fiber Fresh Produce Crate,Food Packaging,Recycled Fiber,118.46,791.56,91,2.293558561842888,68.08,36012.37392138217
Bio-Composite Modular Decking Board,Construction,Bio-Composite,420.64,39.29,69,4.9878216260953705,46.27,5369.486219571527
Agro-Waste Fiber Compostable Meal Tray,Food Packaging,Agro-Waste Fiber,882.91,485.99,95,5.381688422413029,30.24,25056.308816809775
Bioplastic Engineered Application Unit,Furniture,Bioplastic,442.78,524.83,61,4.487958629068476,38.65,63153.533971801364
Biopolymer Engineered Application Unit,Textiles,Biopolymer,460.64,494.86,80,4.409160835583057,98.07,74698.7906266873
Recycled Plastic Acoustic Dampening Board,Home Appliances,Recycled Plastic,367.42,828.38,3,6.6254137241315805,47.65,33541.14529309868
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,896.51,64.17,44,9.988221099974542,84.7,5299.108324980907
Bio-Composite Eco Cutlery Set,Food Packaging,Bio-Composite,803.89,67.15,37,6.860070948905904,3.08,9085.910711679428
Biopolymer Engineered Application Unit,Furniture,Biopolymer,874.41,224.64,79,6.487464425436108,92.93,34377.76581907708
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,28.46,872.69,9,1.6016909227914016,29.94,39272.82319209356
Bio-Composite IV Fluid Connector,Healthcare,Bio-Composite,323.49,805.42,23,4.691679174674261,52.86,104968.01688100568
Biopolymer Acoustic Dampening Board,Home Appliances,Biopolymer,714.26,990.59,7,5.450502962656836,8.98,148869.03222199265
Agro-Waste Fiber Fresh Produce Crate,Food Packaging,Agro-Waste Fiber,3.08,48.94,35,0.83271795749458,74.05,2531.528468120935
Plant-Based Internal Support Chassis,Home Appliances,Plant-Based,129.42,754.66,4,1.615964552921584,80.92,67968.75841469118
Bioplastic Engineered Application Unit,Textiles,Bioplastic,796.1,701.53,62,6.714056412331962,48.76,84880.81730924896
Bioplastic Food Storage Container,Food Packaging,Bioplastic,70.81,410.51,29,2.9049341686602426,30.61,49392.768126495175
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,494.67,633.93,76,5.54087053241504,7.23,82860.87539931128
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,859.65,524.96,15,5.715874606775507,11.29,24021.243455081632
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,758.02,246.02,59,4.492578755185501,71.01,12724.869066389127
Plant-Based Modular Decking Board,Construction,Plant-Based,600.5,215.06,33,3.9159883624360754,80.35,19656.76627182706
Bio-Composite Sterile Injection Syringe,Healthcare,Bio-Composite,836.38,408.08,26,7.2607904284756595,58.33,53579.75782135675
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,758.17,551.24,29,6.706653103835947,60.35,72035.13732787696
Bio-Composite Takeaway Clamshell Box,Food Packaging,Bio-Composite,322.67,649.58,85,4.671304971379283,71.98,84820.20122853448
Plant-Based Exterior Cladding Panel,Construction,Plant-Based,780.37,456.68,99,5.316930159729087,7.18,42000.69511979681
Agro-Waste Fiber Reinforced Roofing Sheet,Construction,Agro-Waste Fiber,614.67,245.72,27,4.047574940686339,30.32,12778.003705514753
Bio-Composite Medical Dose Dispenser,Healthcare,Bio-Composite,261.68,565.47,3,4.243195293566432,77.53,73599.03647017483
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,245.0,499.21,77,2.965242784432789,82.38,22921.132088324593
Natural Fiber Food Storage Container,Food Packaging,Natural Fiber,649.83,275.19,48,4.36753492539569,0.01,16871.10369404677
Recycled Plastic Takeaway Clamshell Box,Food Packaging,Recycled Plastic,460.51,51.62,95,6.39492509296443,89.57,2179.3363197233216
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,525.36,469.63,5,3.62518273781652,74.09,28299.26705336239
Composite Engineered Application Unit,Toys,Composite,285.33,106.38,64,6.052491615794829,56.5,7436.646211846121
Recycled Fiber Internal Support Chassis,Home Appliances,Recycled Fiber,780.03,573.95,81,5.329847303191738,43.38,26327.037977393808
Composite Engineered Application Unit,Automotive,Composite,819.04,380.43,75,9.09888367583791,11.6,27192.382756878436
Agro-Waste Fiber Thermal Insulation Insert,Home Appliances,Agro-Waste Fiber,39.02,566.81,59,1.330387462455057,70.39,28729.475596841286
Recycled Plastic Thermal Insulation Slab,Construction,Recycled Plastic,4.92,171.12,20,4.589985474752833,18.28,6936.2991060646245
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,251.32,133.95,67,2.012779894238227,29.81,6924.294920678669
Plant-Based Engineered Application Unit,Furniture,Plant-Based,95.72,782.91,11,1.644481116236698,10.48,70656.17083717752
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,449.22,388.19,40,3.303872938198423,11.1,17441.48970364882
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,571.35,771.93,70,4.103872911621713,41.65,46776.81718371628
Bioplastic Surgical Instrument Tray,Healthcare,Bioplastic,740.14,851.1,15,6.354873038777392,86.98,102647.69977908305
Composite IV Fluid Connector,Healthcare,Composite,657.72,649.47,99,7.992882750844032,60.78,45767.97206313303
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,266.48,140.92,6,7.5611508086413854,73.71,11590.403106481037
Recycled Metal Printed Ointment Tube,Cosmetics,Recycled Metal,877.16,56.94,27,10.453499281498882,19.92,5098.554461124162
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,801.3,290.97,98,5.42344241721984,82.33,13628.00681291488
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,704.03,546.09,46,8.146706373221258,1.47,22382.532279915944
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,341.81,340.66,85,3.3631885715608787,94.88,21121.10892867066
Composite Takeaway Clamshell Box,Food Packaging,Composite,29.25,737.52,16,5.182623251011699,26.67,51700.30493825878
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,652.65,878.26,59,4.8128941172600666,76.23,40003.25808794505
Recycled Plastic Rear Casing Structure,Home Appliances,Recycled Plastic,409.97,270.92,80,6.457977820091951,97.6,11132.880865068964
Plant-Based Modular Decking Board,Construction,Plant-Based,113.87,21.86,58,1.3993811261070417,36.77,2012.8583445802813
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,164.38,438.33,95,2.187967163308849,77.31,26696.540372481635
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,466.65,351.36,11,3.3620332348182265,29.98,21208.512426113673
Composite Thermal Insulation Slab,Construction,Composite,582.17,974.32,50,7.925163247443878,89.86,68604.21993558292
Biopolymer Engineered Application Unit,Electronics,Biopolymer,705.1,781.47,71,5.429968510646977,15.23,117643.40138298523
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,809.61,711.58,28,5.343845965149279,48.41,43227.451973861964
Recycled Metal Dual-Layer Cosmetic Tube,Cosmetics,Recycled Metal,672.95,476.44,89,9.43148242105739,99.02,38679.724315793035
Agro-Waste Fiber Sterile Injection Syringe,Healthcare,Agro-Waste Fiber,216.0,533.08,83,2.08750798885158,96.28,27083.63099163869
Recycled Metal Surgical Instrument Tray,Healthcare,Recycled Metal,68.97,368.85,58,6.242846720229051,61.97,29581.98254017179
Agro-Waste Fiber Motor Support Frame,Home Appliances,Agro-Waste Fiber,806.57,847.96,44,4.778875012941326,98.17,42848.803759705996
Plant-Based Engineered Application Unit,Toys,Plant-Based,475.01,906.89,94,3.1792972568435385,25.99,81898.79044263267
Biopolymer Fresh Produce Crate,Food Packaging,Biopolymer,311.33,917.9,87,3.467791347984777,53.88,137948.0210109886
Bioplastic Engineered Application Unit,Toys,Bioplastic,55.51,691.55,25,2.8530100986089706,0.78,83120.35007395674
Biopolymer Engineered Application Unit,Electronics,Biopolymer,568.2,450.44,53,4.992397723329071,30.19,68069.64829249681
Plant-Based Food Storage Container,Food Packaging,Plant-Based,685.22,357.5,20,4.241666935164475,62.09,32419.285201373357
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,835.87,762.05,77,5.553271184021132,43.28,46425.37588801585
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,40.47,169.92,92,2.97347757176099,89.77,20797.980678820742
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,607.24,141.31,74,5.11888698064474,85.38,21710.135235483554
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,218.54,960.82,15,4.468059162511613,49.82,125327.38937188372
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,366.6,953.25,61,2.8782421601792856,25.95,57384.231620134466
Composite Engineered Application Unit,Textiles,Composite,393.86,595.59,54,6.720369059337717,1.3,41809.53179450329
Bioplastic Engineered Application Unit,Textiles,Bioplastic,13.76,830.24,28,2.213055950219144,94.37,99424.87196266437
Bioplastic Diagnostic Cartridge,Healthcare,Bioplastic,864.16,523.85,65,7.120008862297837,39.28,63648.48664672338
Recycled Plastic Fresh Produce Crate,Food Packaging,Recycled Plastic,768.95,774.22,99,8.475623131270813,64.06,31649.42984845311
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,600.27,166.89,87,8.99023306581791,85.52,13816.997299363431
Bioplastic Engineered Application Unit,Toys,Bioplastic,543.15,836.23,35,5.271743725263964,92.62,100731.17029394797
Bioplastic Surgical Instrument Tray,Healthcare,Bioplastic,206.58,636.19,87,3.307802190540325,17.79,76451.26664290523
Agro-Waste Fiber Thermal Insulation Slab,Construction,Agro-Waste Fiber,463.7,809.23,21,3.607650395923365,2.92,41102.21279694252
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,433.32,664.12,9,2.992444236395045,15.38,33460.04317729629
Plant-Based Engineered Application Unit,Electronics,Plant-Based,891.09,955.07,0,5.477328958920978,76.1,86418.25421919074
Recycled Plastic Internal Support Chassis,Home Appliances,Recycled Plastic,335.18,395.5,93,6.321053324779739,95.09,16282.454993584804
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,519.83,360.34,17,4.195351846347343,38.63,16581.366384760506
Bioplastic Engineered Application Unit,Textiles,Bioplastic,516.88,418.53,64,5.129176804855827,19.16,50643.622603641874
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,826.5,106.29,9,5.174405108910938,75.18,6690.078831683204
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,206.6,956.54,21,1.927293671427199,28.25,48043.0202535704
Recycled Fiber Specimen Collection Container,Healthcare,Recycled Fiber,855.46,583.71,10,6.153704899295007,42.75,26996.983674471256
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,294.38,840.46,59,4.740984009230996,90.38,109726.80300692325
Agro-Waste Fiber Sterile Injection Syringe,Healthcare,Agro-Waste Fiber,761.42,403.94,77,4.925737325327879,47.63,20970.687993995907
Bioplastic Thermal Insulation Insert,Home Appliances,Bioplastic,448.29,208.66,92,4.639206864713763,29.57,25370.662648535323
Agro-Waste Fiber Takeaway Clamshell Box,Food Packaging,Agro-Waste Fiber,534.83,37.65,90,3.2762290359482846,94.08,2181.474276961213
Agro-Waste Fiber Disposable Serving Bowl,Food Packaging,Agro-Waste Fiber,456.72,412.37,23,3.058442615980071,4.76,20873.99196198505
Biopolymer Engineered Application Unit,Electronics,Biopolymer,654.35,775.04,23,5.28289498245774,15.16,116637.53373684331
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,788.42,541.4,22,5.36093830369419,39.18,33086.33872777064
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,492.48,534.36,59,8.123907074057037,5.46,42859.17030554278
Bioplastic Engineered Application Unit,Toys,Bioplastic,875.8,229.99,37,7.184910063892122,43.75,28340.132547919096
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,794.58,56.64,67,8.441298420284202,22.43,2773.1888152131514
Biopolymer Engineered Application Unit,Textiles,Biopolymer,597.08,743.19,68,4.900023786010516,60.96,111849.00783950789
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,806.54,818.94,26,8.330279124947968,12.54,33061.05434371098
Composite Internal Support Chassis,Home Appliances,Composite,303.93,999.55,99,6.188678665626846,75.42,70070.23649922013
Recycled Metal Sterile Injection Syringe,Healthcare,Recycled Metal,354.48,592.68,15,7.937034116792383,54.45,47745.11558759428
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,638.68,171.48,8,9.20806359343768,62.84,14064.73769507826
Composite High-Gloss Skincare Tube,Cosmetics,Composite,434.2,364.9,47,6.913007820051789,71.44,25660.60586503884
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,683.35,107.0,64,4.357734245587277,17.21,6695.413184190458
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,875.21,451.57,65,5.108893060141974,71.43,23095.73729510648
Natural Fiber Eco Cutlery Set,Food Packaging,Natural Fiber,416.08,921.39,22,3.614204305057879,85.05,55785.79322879341
Bioplastic Appliance Housing Panel,Home Appliances,Bioplastic,310.8,35.7,40,4.002081729727279,34.53,4480.461297295459
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,302.71,978.63,2,7.21292140937638,76.47,78220.28355703228
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,604.28,438.15,63,5.972251387182811,38.05,57350.77854038711
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,147.57,787.27,67,3.683305286050466,2.52,102511.97646453785
Bioplastic Fresh Produce Crate,Food Packaging,Bioplastic,755.26,16.36,57,5.736922671411685,84.33,2050.297003558764
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,88.67,561.19,28,1.9324910266964377,54.64,25345.74077002233
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,870.36,56.41,64,5.505613093958265,48.23,3913.139820468698
Biopolymer Engineered Application Unit,Toys,Biopolymer,107.52,961.71,61,2.676841272962684,39.66,144536.69095472203
Plant-Based Motor Support Frame,Home Appliances,Plant-Based,119.41,865.97,19,1.966841218989069,62.5,78312.3484142418
Bioplastic Exterior Cladding Panel,Construction,Bioplastic,285.58,817.33,56,4.153213005909552,25.05,98503.37475443217
Bio-Composite Reinforced Roofing Sheet,Construction,Bio-Composite,562.76,573.89,15,5.760022261889034,62.8,74876.74669641678
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,223.51,167.0,96,2.396244818251666,28.76,7652.776113688749
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,276.79,356.19,16,2.698621960649972,43.05,18365.89897048748
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,790.31,607.48,58,5.463393686802897,8.39,27856.637765102176
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,300.78,679.15,65,6.006685858382589,38.14,27448.47939378694
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,883.86,785.94,6,7.414474982577999,19.9,102622.51123693351
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,377.08,752.19,19,7.92501695215357,27.63,60431.452714115185
Plant-Based Modular Decking Board,Construction,Plant-Based,389.39,980.47,89,2.918077917615212,97.71,88593.34093821142
Plant-Based Engineered Application Unit,Electronics,Plant-Based,93.71,550.05,27,1.353817598623953,73.79,49519.30569896796
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,634.39,425.61,90,7.562578211751921,7.4,17439.56615881394
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,545.33,519.21,34,8.7200993459568,28.75,41872.5520094676
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,591.42,968.69,42,7.348415045773247,17.21,39045.79628432994
Natural Fiber Rear Casing Structure,Home Appliances,Natural Fiber,833.04,72.99,40,5.222630843464567,59.9,4768.993132598425
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,561.66,650.26,29,4.029586045538379,70.38,39370.394534153784
Recycled Plastic Barrier Cream Tube,Cosmetics,Recycled Plastic,336.56,565.84,72,6.13180455651583,61.0,22907.633417386874
Bioplastic Engineered Application Unit,Furniture,Bioplastic,282.3,274.74,1,4.212298597716538,94.67,33337.54894828741
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,96.21,159.05,78,4.4508560383213975,93.91,6168.4595287410475
