Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Recycled Metal Reinforced Roofing Sheet,Construction,Recycled Metal,868.2,511.68,95,1.85,32.35,25584
Recycled Metal Medical Dose Dispenser,Healthcare,Recycled Metal,21.81,502.83,81,0.72,47.66,25141.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,687.49,261.97,49,2.81,75.28,13098.5
Natural Fiber Food Storage Container,Food Packaging,Natural Fiber,254.52,222.7,40,0.3,12.29,11135
Agro-Waste Fiber Motor Support Frame,Home Appliances,Agro-Waste Fiber,183.56,404.94,26,0.28,62.03,20247
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,265.57,91.01,35,1.64,45.96,4550.5
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,213.89,629.18,69,0.72,7.23,31459
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,790.8,305.33,74,1.99,53.42,15266.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,757.9,585.5,50,2.11,72.04,29275
Plant-Based Food Storage Container,Food Packaging,Plant-Based,460.87,943.85,63,2.57,58.42,47192.5
Composite Engineered Application Unit,Automotive,Composite,828.26,53.91,12,4.28,24.19,2695.5
Composite Engineered Application Unit,Furniture,Composite,788.79,23.95,17,1.01,51.2,1197.5
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,893.03,654.35,9,4.61,47.03,32717.5
Natural Fiber Eco Cutlery Set,Food Packaging,Natural Fiber,27.07,691.37,43,2.26,99.46,34568.5
Bioplastic Structural Wall Panel,Construction,Bioplastic,378.64,609.92,45,3.15,50.57,30496
Plant-Based Engineered Application Unit,Furniture,Plant-Based,735.57,861.7,45,3.65,83.27,43085
Plant-Based Thermal Insulation Slab,Construction,Plant-Based,181.55,454.78,28,1.82,91.71,22739
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,121.44,673.15,4,4.59,56.02,33657.5
Recycled Plastic Printed Ointment Tube,Cosmetics,Recycled Plastic,139.29,794.47,46,1.93,21.43,39723.5
Recycled Plastic Internal Support Chassis,Home Appliances,Recycled Plastic,527.02,445.7,32,4.58,54.64,22285
Composite Structural Wall Panel,Construction,Composite,321.23,12.24,5,3.52,31.1,612
Plant-Based Engineered Application Unit,Furniture,Plant-Based,90.6,276.1,33,0.96,84.88,13805
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,269.08,600.57,62,1.68,57.86,30028.5
Biopolymer Toothpaste Laminate Tube,Cosmetics,Biopolymer,68.51,943.64,56,0.87,33.85,47182
Recycled Metal Printed Ointment Tube,Cosmetics,Recycled Metal,19.44,366.74,47,3.17,63.8,18337
Composite Internal Support Chassis,Home Appliances,Composite,566.22,555.96,25,2.2,19.57,27798
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,26.04,805.99,94,0.81,97.47,40299.5
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,543.88,736.31,43,2.68,3.82,36815.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,554.08,828.9,37,3.64,0.59,41445
Plant-Based Acoustic Dampening Board,Home Appliances,Plant-Based,533.6,848.17,59,0.63,42.09,42408.5
Plant-Based Specimen Collection Container,Healthcare,Plant-Based,654.67,111.76,37,3.09,64.36,5588
Bio-Composite Eco Cutlery Set,Food Packaging,Bio-Composite,80.12,894.07,96,1.64,46.24,44703.5
Biopolymer Structural Wall Panel,Construction,Biopolymer,351.67,864.26,21,4.07,26.62,43213
Composite Engineered Application Unit,Textiles,Composite,194.39,826.25,12,1.3,57.7,41312.5
Bio-Composite High-Gloss Skincare Tube,Cosmetics,Bio-Composite,247.82,824.97,23,3.83,77.35,41248.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,787.73,31.47,85,4.27,60.92,1573.5
Bio-Composite Printed Ointment Tube,Cosmetics,Bio-Composite,768,268.27,94,3.23,65.46,13413.5
Recycled Plastic Medical Dose Dispenser,Healthcare,Recycled Plastic,858.73,776.29,84,2.7,18.68,38814.5
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,383.58,551.74,67,3.02,27.5,27587
Recycled Metal Surgical Instrument Tray,Healthcare,Recycled Metal,72.6,432.45,99,3.26,68.74,21622.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,335.9,266.1,72,3.28,63.74,13305
Biopolymer Engineered Application Unit,Electronics,Biopolymer,498.53,16.33,94,1.94,94.26,816.5
Plant-Based Reinforced Roofing Sheet,Construction,Plant-Based,736.37,589.76,0,3.25,67.98,29488
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,503.3,626.82,62,2.62,16.54,31341
Composite Engineered Application Unit,Furniture,Composite,879.96,112.38,57,0.33,4.12,5619
Bioplastic Thermal Insulation Insert,Home Appliances,Bioplastic,226.47,691.25,78,3.19,34.06,34562.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,271.74,580.34,58,0.68,76.07,29017
Bioplastic Diagnostic Cartridge,Healthcare,Bioplastic,834.83,460.99,82,0.36,25.35,23049.5
Composite Engineered Application Unit,Furniture,Composite,67.75,108.26,96,3.03,29.25,5413
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,615.82,795.82,91,2.48,30.56,39791
Bioplastic Engineered Application Unit,Electronics,Bioplastic,466.36,385.05,67,4.06,36.81,19252.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,113.45,46.29,51,3.58,36.39,2314.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,750.11,457,49,0.63,84.61,22850
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,662.41,215.66,95,0.78,42.97,10783
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,382.92,419.97,8,0.25,39.72,20998.5
Biopolymer Eco Cutlery Set,Food Packaging,Biopolymer,514.62,953.36,33,4.65,30.77,47668
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,101.32,840.57,39,2.92,95.06,42028.5
Agro-Waste Fiber Laminated Lotion Tube,Cosmetics,Agro-Waste Fiber,773.36,232.21,61,1.55,58.1,11610.5
Composite Engineered Application Unit,Furniture,Composite,849.86,812.75,62,2.02,50.44,40637.5
Composite Diagnostic Cartridge,Healthcare,Composite,418.43,257.13,12,4.66,36.46,12856.5
Recycled Fiber Fresh Produce Crate,Food Packaging,Recycled Fiber,772.04,269.9,28,2.17,51.72,13495
Composite Engineered Application Unit,Textiles,Composite,333.63,742.08,47,2.66,4.51,37104
Composite Structural Wall Panel,Construction,Composite,840.16,706.96,95,3.99,74.77,35348
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,397.56,734.95,76,4.28,80.25,36747.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,38.2,381.99,17,0.6,60.14,19099.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,786.57,124.23,59,4.56,81.43,6211.5
Natural Fiber Specimen Collection Container,Healthcare,Natural Fiber,468.18,772.71,69,3.98,32.43,38635.5
Composite Medical Dose Dispenser,Healthcare,Composite,644.83,139.74,1,4.66,79.97,6987
Bioplastic Engineered Application Unit,Automotive,Bioplastic,390.09,495.61,59,4.72,52.78,24780.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,486.49,463.73,64,3.16,56.25,23186.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,362.52,645.67,54,4.32,88.91,32283.5
Natural Fiber Acoustic Dampening Board,Home Appliances,Natural Fiber,421.6,659.16,44,4.81,89.3,32958
Composite Reinforced Roofing Sheet,Construction,Composite,647.54,587.07,89,3.58,95.06,29353.5
Composite Engineered Application Unit,Toys,Composite,220.91,747.4,22,3.43,25.23,37370
Biopolymer Engineered Application Unit,Furniture,Biopolymer,528.47,796.93,54,1.68,48.13,39846.5
Natural Fiber Laminated Lotion Tube,Cosmetics,Natural Fiber,556,407.89,68,0.25,17.03,20394.5
Bioplastic Thermal Insulation Slab,Construction,Bioplastic,570.01,422.77,61,2.1,40.92,21138.5
Composite Acoustic Dampening Board,Home Appliances,Composite,490.22,545.75,33,0.76,49.61,27287.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,153.02,130.51,41,1.13,31.83,6525.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,216.82,559.14,69,3.23,76.92,27957
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,332.34,960.21,92,1.46,53.49,48010.5
Biopolymer Surgical Instrument Tray,Healthcare,Biopolymer,314.31,136.41,99,1.43,85.54,6820.5
Composite High-Gloss Skincare Tube,Cosmetics,Composite,29.66,80.72,100,3.05,54.6,4036
Bioplastic Exterior Cladding Panel,Construction,Bioplastic,531.69,934.98,12,0.13,42.93,46749
Natural Fiber Specimen Collection Container,Healthcare,Natural Fiber,367.69,118.38,80,3.39,45.95,5919
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,892.61,230.75,40,4.77,81.42,11537.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,813.68,20.57,51,4.23,48.1,1028.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,186.22,829.3,61,4.8,67.85,41465
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,513.93,945.9,70,0.72,87.52,47295
Composite Engineered Application Unit,Furniture,Composite,461.48,407.34,66,3.47,79.19,20367
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,525.13,909.37,32,0.42,40.24,45468.5
Composite Modular Decking Board,Construction,Composite,22.09,332.77,23,2.31,24.7,16638.5
Composite Structural Wall Panel,Construction,Composite,711.11,636.36,98,2.02,29.14,31818
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,740.64,454.15,42,2.07,89.03,22707.5
Plant-Based IV Fluid Connector,Healthcare,Plant-Based,346.17,738.13,2,0.7,92.79,36906.5
Natural Fiber Acoustic Dampening Board,Home Appliances,Natural Fiber,409.23,735.81,39,0.19,10.05,36790.5
Recycled Metal Rear Casing Structure,Home Appliances,Recycled Metal,447.1,691.51,12,4.22,51.35,34575.5
Composite Internal Support Chassis,Home Appliances,Composite,126.1,240.8,30,2.5,45.03,12040
Recycled Metal Barrier Cream Tube,Cosmetics,Recycled Metal,180.24,311.12,59,3.2,24.85,15556
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,274.44,771.96,89,1.29,16.91,38598
Biopolymer High-Gloss Skincare Tube,Cosmetics,Biopolymer,697.6,134.06,86,3.88,43.47,6703
Biopolymer Toothpaste Laminate Tube,Cosmetics,Biopolymer,298.38,182.77,16,0.32,29.64,9138.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,252.84,150.29,13,1.18,67.75,7514.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,682.81,228.78,77,3.63,33.62,11439
Bioplastic Compostable Meal Tray,Food Packaging,Bioplastic,261.97,543.48,35,0.49,41.8,27174
Biopolymer Surgical Instrument Tray,Healthcare,Biopolymer,848.68,722.9,47,4.25,73.23,36145
Plant-Based Engineered Application Unit,Textiles,Plant-Based,550.24,821.19,41,3.17,79.52,41059.5
Recycled Metal Toothpaste Laminate Tube,Cosmetics,Recycled Metal,872.16,469.95,32,2.87,94.87,23497.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,812.12,876.34,66,4.72,9.85,43817
Bio-Composite Modular Decking Board,Construction,Bio-Composite,239.35,497.58,26,1.77,6.41,24879
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,162.37,766.78,65,3.69,16.47,38339
Biopolymer Engineered Application Unit,Electronics,Biopolymer,316.87,268.54,37,3.59,55.5,13427
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,813.87,604.16,55,3.95,94.75,30208
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,320.91,253.63,90,4.43,61.62,12681.5
Recycled Plastic Printed Ointment Tube,Cosmetics,Recycled Plastic,386.42,186.42,80,4.89,84.36,9321
Bioplastic Eco Cutlery Set,Food Packaging,Bioplastic,161.25,905.08,78,3.51,76.58,45254
Composite Appliance Housing Panel,Home Appliances,Composite,397.64,717.89,56,1.91,72.21,35894.5
Agro-Waste Fiber Food Storage Container,Food Packaging,Agro-Waste Fiber,157.59,592.28,69,2.36,67.4,29614
Composite Engineered Application Unit,Furniture,Composite,487.81,844.21,2,0.39,99.84,42210.5
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,677.41,864.58,52,2.04,40.66,43229
Biopolymer Engineered Application Unit,Electronics,Biopolymer,505.17,232.27,54,1.09,7.82,11613.5
Agro-Waste Fiber Modular Decking Board,Construction,Agro-Waste Fiber,709.52,836.31,21,4.29,68.68,41815.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,468.55,831.1,37,3.58,5,41555
Biopolymer Surgical Instrument Tray,Healthcare,Biopolymer,63.39,803.67,65,4.05,79.14,40183.5
Recycled Fiber High-Gloss Skincare Tube,Cosmetics,Recycled Fiber,523.65,781.88,39,4.33,7.99,39094
Recycled Metal Diagnostic Cartridge,Healthcare,Recycled Metal,700.41,495.56,11,3.51,40.94,24778
Plant-Based Engineered Application Unit,Furniture,Plant-Based,788.81,301.49,48,0.97,98.64,15074.5
Recycled Plastic Eco Cutlery Set,Food Packaging,Recycled Plastic,643.85,616.57,70,4.4,91.25,30828.5
Biopolymer Structural Wall Panel,Construction,Biopolymer,240.11,464.83,70,0.45,58,23241.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,648.01,98.77,85,1.5,76.42,4938.5
Recycled Metal Takeaway Clamshell Box,Food Packaging,Recycled Metal,486.11,133.39,22,0.21,68.69,6669.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,265.31,562.09,80,1.63,1.26,28104.5
Recycled Plastic Fresh Produce Crate,Food Packaging,Recycled Plastic,87.31,300.61,99,1.07,50.84,15030.5
Agro-Waste Fiber Internal Support Chassis,Home Appliances,Agro-Waste Fiber,142.48,672.62,48,0.64,46.78,33631
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,64.71,600.19,15,0.79,83.41,30009.5
Natural Fiber Food Storage Container,Food Packaging,Natural Fiber,8.32,216.99,97,2.96,40.17,10849.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,854.22,778.3,58,3.16,55.87,38915
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,54.5,276.96,59,1.03,70.11,13848
Biopolymer Fresh Produce Crate,Food Packaging,Biopolymer,262.29,301.01,44,2.92,69.64,15050.5
Bio-Composite Dual-Layer Cosmetic Tube,Cosmetics,Bio-Composite,149,152.93,5,0.61,23.75,7646.5
Recycled Plastic Sterile Injection Syringe,Healthcare,Recycled Plastic,342.53,478.53,46,3.05,56.26,23926.5
Plant-Based Thermal Insulation Insert,Home Appliances,Plant-Based,122.11,155.16,35,4.45,28.3,7758
Recycled Plastic High-Gloss Skincare Tube,Cosmetics,Recycled Plastic,394.73,358.22,59,3.4,82.52,17911
Composite Engineered Application Unit,Automotive,Composite,275.09,990.22,89,0.2,73.56,49511
Plant-Based Engineered Application Unit,Electronics,Plant-Based,438.83,814.12,8,3.61,72.16,40706
Biopolymer Engineered Application Unit,Automotive,Biopolymer,254.88,836.13,15,2.38,68.99,41806.5
Bioplastic Sterile Injection Syringe,Healthcare,Bioplastic,795.71,210.95,79,3.26,39.64,10547.5
Natural Fiber Load-Bearing Partition Board,Construction,Natural Fiber,70.98,376.77,46,3.39,16.02,18838.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,8,754.22,53,3.16,0.56,37711
Natural Fiber Acoustic Dampening Board,Home Appliances,Natural Fiber,168.5,104.23,39,3.22,29.61,5211.5
Bio-Composite Specimen Collection Container,Healthcare,Bio-Composite,639.67,173.49,91,3.27,46.43,8674.5
Bioplastic Dual-Layer Cosmetic Tube,Cosmetics,Bioplastic,446.29,430.55,38,2.38,61.56,21527.5
Plant-Based Appliance Housing Panel,Home Appliances,Plant-Based,86.45,950.78,11,2.77,95.01,47539
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,162.32,30.29,64,1.51,16.03,1514.5
Biopolymer Motor Support Frame,Home Appliances,Biopolymer,490.53,534.65,81,3.52,62.38,26732.5
Natural Fiber Disposable Serving Bowl,Food Packaging,Natural Fiber,170.93,472.09,47,1.45,21.74,23604.5
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,229.51,493.19,46,4.7,67.17,24659.5
Biopolymer Medical Dose Dispenser,Healthcare,Biopolymer,68.2,463.38,75,4.9,17.24,23169
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,322.38,730.78,57,4.67,36.31,36539
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,760.39,421.29,74,3.21,77.45,21064.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,31.38,595.19,82,1.13,29.03,29759.5
Composite Exterior Cladding Panel,Construction,Composite,708.1,163.59,59,0.63,14.56,8179.5
Bioplastic Rear Casing Structure,Home Appliances,Bioplastic,31.06,472.9,39,0.58,70.39,23645
Plant-Based Medical Dose Dispenser,Healthcare,Plant-Based,304.81,313.43,65,1.32,64.25,15671.5
Composite Structural Wall Panel,Construction,Composite,248.34,509.61,49,2.98,83.28,25480.5
Bio-Composite Laminated Lotion Tube,Cosmetics,Bio-Composite,65.97,692.25,20,3.34,70.99,34612.5
Bioplastic High-Gloss Skincare Tube,Cosmetics,Bioplastic,10.61,442.01,99,2.53,82.47,22100.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,362.54,106.88,1,1.11,68.74,5344
Biopolymer Engineered Application Unit,Automotive,Biopolymer,317.84,714.45,46,3.74,5.09,35722.5
Composite Medical Dose Dispenser,Healthcare,Composite,199.79,277.89,5,1.75,1.42,13894.5
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,138.92,424.03,59,0.99,40.66,21201.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,320.7,792.05,73,2.29,22.47,39602.5
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,654.45,709.32,86,1.94,49.78,35466
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,309.46,245.7,12,4.56,52,12285
Composite Fresh Produce Crate,Food Packaging,Composite,709.36,231.7,60,1.86,82.78,11585
Plant-Based Engineered Application Unit,Furniture,Plant-Based,21.32,247.62,38,3.71,69.97,12381
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,222.4,903.89,26,4.92,86.02,45194.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,619.42,939.06,23,1.03,44.22,46953
Bioplastic Thermal Insulation Slab,Construction,Bioplastic,65.28,392.71,12,2,56.26,19635.5
Recycled Fiber Toothpaste Laminate Tube,Cosmetics,Recycled Fiber,722.87,430,80,0.33,38.55,21500
Biopolymer Engineered Application Unit,Textiles,Biopolymer,143.26,696.88,78,1.54,91.34,34844
Recycled Metal Modular Decking Board,Construction,Recycled Metal,248.73,801.81,37,0.19,43.78,40090.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,20.44,486.18,16,3.37,9.35,24309
Recycled Plastic Food Storage Container,Food Packaging,Recycled Plastic,457.56,166.42,34,2.7,58.98,8321
Recycled Metal Takeaway Clamshell Box,Food Packaging,Recycled Metal,181.35,290.89,7,4.78,47.86,14544.5
Biopolymer Engineered Application Unit,Electronics,Biopolymer,629.5,922.18,46,4.73,19.56,46109
Composite Reinforced Roofing Sheet,Construction,Composite,577.87,818.17,20,2.06,87.04,40908.5
Composite Dual-Layer Cosmetic Tube,Cosmetics,Composite,323.89,602.25,77,0.38,41.2,30112.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,521.45,395.74,82,2.33,69.81,19787
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,349.77,164.11,20,2.18,14.08,8205.5
Composite Engineered Application Unit,Electronics,Composite,462.4,589.24,19,1.71,50.83,29462
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,22.55,316.46,19,0.2,96.24,15823
Bioplastic Engineered Application Unit,Furniture,Bioplastic,416.66,415.61,46,1.98,83.56,20780.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,870.52,441.46,12,1.66,76.72,22073
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,187.02,900.73,67,3.74,53.2,45036.5
Recycled Plastic Load-Bearing Partition Board,Construction,Recycled Plastic,728.32,781.83,51,3.39,91.16,39091.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,452.44,966.01,75,2.31,35.24,48300.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,499.86,192.1,8,3.27,42.18,9605
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,132.97,481.6,5,1.15,27.19,24080
Biopolymer Dual-Layer Cosmetic Tube,Cosmetics,Biopolymer,153.57,719.87,13,0.75,51.86,35993.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,701.38,264.33,68,4.83,82.1,13216.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,184.83,190.23,59,2.34,26.83,9511.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,757.98,317.01,100,3.76,60.46,15850.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,618.04,23.26,2,3.23,0.93,1163
Bio-Composite Printed Ointment Tube,Cosmetics,Bio-Composite,30.65,852.63,88,4.18,65.94,42631.5
Composite Engineered Application Unit,Furniture,Composite,314.9,671.97,76,4.66,84.14,33598.5
Composite Engineered Application Unit,Furniture,Composite,583.05,344.8,43,2.92,98.53,17240
Natural Fiber Food Storage Container,Food Packaging,Natural Fiber,223.51,84.26,16,1.07,57.55,4213
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,832.81,151.16,11,3.32,73.23,7558
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,320.51,821.39,95,3.83,98.6,41069.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,163.2,767.2,33,0.96,42.14,38360
Biopolymer Dual-Layer Cosmetic Tube,Cosmetics,Biopolymer,714.66,467.53,39,1.36,3.49,23376.5
Plant-Based Structural Wall Panel,Construction,Plant-Based,369.83,111.03,36,2.02,69.56,5551.5
Natural Fiber Surgical Instrument Tray,Healthcare,Natural Fiber,844.16,544.65,19,3.33,64.71,27232.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,30.71,6.13,8,3.84,58.46,306.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,35.27,490.66,83,2.91,92.58,24533
Recycled Plastic Printed Ointment Tube,Cosmetics,Recycled Plastic,581.17,417.66,35,1.26,77.62,20883
Plant-Based Engineered Application Unit,Automotive,Plant-Based,874.36,469.06,88,2.84,78.97,23453
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,665.19,627.09,67,0.18,25.96,31354.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,595.58,36.9,95,3.91,95.71,1845
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,627.42,598.05,66,2.56,27.47,29902.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,584.13,722.95,84,3.42,19.84,36147.5
Recycled Plastic Rear Casing Structure,Home Appliances,Recycled Plastic,445.09,792.68,17,2.92,39.8,39634
Biopolymer Engineered Application Unit,Toys,Biopolymer,328.58,17.06,78,4.49,16.26,853
Bioplastic Structural Wall Panel,Construction,Bioplastic,895.97,123.26,12,4.46,24.5,6163
Recycled Plastic Load-Bearing Partition Board,Construction,Recycled Plastic,657,811.96,50,3.96,40.87,40598
Bioplastic Engineered Application Unit,Electronics,Bioplastic,741.19,682.2,59,2.09,84.8,34110
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,331.52,593.14,91,3.27,97.29,29657
Bioplastic Rear Casing Structure,Home Appliances,Bioplastic,51.11,576.09,46,4.75,86.94,28804.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,435.5,339.29,69,2.06,36.65,16964.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,504.06,667.18,89,3.5,0.5,33359
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,385.61,201.5,76,1.51,76.84,10075
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,185.54,713.63,37,1.13,59.91,35681.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,80.95,62.88,57,3.91,73.44,3144
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,517.54,823.16,85,4.69,5.49,41158
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,606.38,891.83,38,1,29.59,44591.5
Natural Fiber Barrier Cream Tube,Cosmetics,Natural Fiber,645.63,88.85,17,4.03,74.83,4442.5
Biopolymer Surgical Instrument Tray,Healthcare,Biopolymer,714.86,969.08,92,3.43,83.09,48454
Bioplastic Engineered Application Unit,Textiles,Bioplastic,38.39,28,46,2.42,41.13,1400
Agro-Waste Fiber Toothpaste Laminate Tube,Cosmetics,Agro-Waste Fiber,837.02,346.81,66,4.24,0.02,17340.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,152.49,35.27,55,0.19,12.76,1763.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,679.05,474.18,57,4.7,12.25,23709
Recycled Fiber Barrier Cream Tube,Cosmetics,Recycled Fiber,191.61,34.39,47,1.46,86.99,1719.5
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,544.84,616.02,57,1.25,57.89,30801
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,582.8,688.45,47,4.48,82.32,34422.5
Plant-Based Diagnostic Cartridge,Healthcare,Plant-Based,93.63,231.31,22,4.77,38.61,11565.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,708.45,621.8,79,4.39,74.92,31090
Recycled Metal Medical Dose Dispenser,Healthcare,Recycled Metal,844.79,58.63,55,4.2,7.89,2931.5
Recycled Plastic Compostable Meal Tray,Food Packaging,Recycled Plastic,83.13,430.27,67,1.42,51.14,21513.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,396.69,514.87,25,2.7,35.36,25743.5
Bio-Composite Motor Support Frame,Home Appliances,Bio-Composite,717.64,445.64,74,3.73,75.67,22282
Recycled Metal Acoustic Dampening Board,Home Appliances,Recycled Metal,600.55,237.86,81,2.9,48.43,11893
Composite Engineered Application Unit,Electronics,Composite,495.43,494.33,27,3.71,59.97,24716.5
Composite Modular Decking Board,Construction,Composite,160.64,307.21,74,2.88,83.16,15360.5
Recycled Plastic Structural Wall Panel,Construction,Recycled Plastic,839.31,751.34,70,1.01,48.53,37567
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,747.33,950.86,86,0.71,57.95,47543
Plant-Based Thermal Insulation Slab,Construction,Plant-Based,598.95,441.71,16,4.36,55.82,22085.5
Composite Engineered Application Unit,Toys,Composite,292.99,296.92,63,4.1,45.04,14846
Agro-Waste Fiber Rear Casing Structure,Home Appliances,Agro-Waste Fiber,293.29,473.75,28,4.54,83.5,23687.5
Composite Engineered Application Unit,Automotive,Composite,133.52,709.63,56,2.05,21.71,35481.5
Recycled Fiber Structural Wall Panel,Construction,Recycled Fiber,336.9,336.25,36,4.58,75.11,16812.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,840.1,320.49,80,1.91,5.4,16024.5
Composite Engineered Application Unit,Automotive,Composite,686.91,704.99,80,4.65,33.27,35249.5
